age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome,settlement_funds_adequate,debt_to_income_ratio,relevant_exp_ratio,financial_strength_score
31,Philippines,UK,Single,0,High School,Information Technology,0,1,1,Employed,TEER 1,1,1,101007,CELPIP,5.6,No French,13835,35759,36747,Self,0,0,0,0,0,0,0,1,1,0.32,0.5,100.0
56,USA,UAE,Single,0,Bachelor's,Engineering,1,6,0,Employed,TEER 2,1,1,67497,Other,8.9,Advanced,66235,5664,3378,Employer,0,0,0,1,1,0,0,1,0,0.0253,0.0,63.47
44,India,Nigeria,Single,1,Master's,Engineering,0,4,0,Employed,TEER 2,0,0,0,CELPIP,8.4,No French,47156,59093,2762,Self,0,0,0,0,0,0,0,1,1,0.0586,0.0,100.0
26,China,Nigeria,Single,1,Bachelor's,Information Technology,1,6,1,Employed,TEER 2,0,0,0,IELTS,7.0,No French,42983,7037,429,Other,1,1,0,0,0,0,0,0,0,0.01,0.1429,54.28
32,India,Nigeria,Married,2,Bachelor's,Business,1,4,4,Employed,TEER 1,1,0,84775,CELPIP,6.8,No French,32996,30143,8069,Self,0,1,0,0,0,0,0,1,1,0.0685,0.8,80.74
32,India,Germany,Married,1,High School,Finance,1,9,7,Employed,TEER 3,0,0,0,IELTS,7.4,No French,29127,26555,8448,Family,0,0,0,0,0,0,0,1,1,0.29,0.7,78.46
43,India,Nigeria,Single,3,Bachelor's,Finance,1,5,2,Employed,TEER 1,1,1,110422,CELPIP,9.0,No French,51345,40503,1543,Family,0,0,0,0,0,0,0,1,1,0.0095,0.3333,95.49
59,Brazil,UAE,Single,0,Bachelor's,Business,0,2,2,Employed,TEER 2,0,0,0,IELTS,6.5,No French,10016,23050,20130,Self,0,1,0,0,1,0,0,0,1,2.0096,0.6667,49.27
30,Philippines,China,Married,0,Master's,Business,1,8,8,Employed,TEER 0,1,0,102641,IELTS,5.9,Basic,60789,4535,12895,Self,0,0,0,0,0,0,0,1,0,0.0789,0.8889,58.02
49,UK,USA,Married,0,Bachelor's,Engineering,1,2,2,Employed,TEER 1,1,1,95405,IELTS,9.0,No French,23917,33591,2094,Self,0,0,0,0,1,0,0,1,1,0.0175,0.6667,100.0
56,India,UAE,Single,0,Bachelor's,Business,1,7,6,Employed,TEER 3,1,1,88048,IELTS,5.6,No French,8000,15078,5321,Self,0,0,0,0,0,0,0,1,1,0.0554,0.75,60.25
49,Philippines,USA,Common-Law,1,Bachelor's,Information Technology,0,9,8,Employed,TEER 0,1,0,4610,IELTS,9.1,No French,81437,12652,4905,Self,0,0,1,0,0,0,0,1,0,0.057,0.8,78.71
21,China,UAE,Divorced,1,High School,Information Technology,0,1,1,Unemployed,TEER 1,1,1,106245,Other,6.7,Basic,27838,122707,3428,Other,1,0,0,0,0,0,0,1,1,0.0256,0.5,100.0
47,USA,Nigeria,Single,0,PhD,Information Technology,1,3,3,Employed,TEER 1,1,1,55418,Other,7.5,No French,30556,25314,13613,Self,1,0,0,0,0,0,0,1,1,0.1583,0.75,90.05
54,Philippines,China,Single,3,Bachelor's,Engineering,1,6,2,Employed,TEER 2,1,1,66830,IELTS,6.0,Basic,67690,34008,925,Self,0,0,0,1,0,0,0,1,1,0.0069,0.2857,94.03
40,Brazil,Canada,Married,2,Bachelor's,Information Technology,0,7,7,Employed,TEER 1,1,1,74246,IELTS,9.1,No French,82088,21680,4293,Self,0,0,0,1,0,0,0,1,1,0.0275,0.875,88.76
56,Pakistan,UK,Common-Law,0,Bachelor's,Other,1,2,0,Employed,TEER 0,1,0,86963,IELTS,8.5,No French,14339,39738,4469,Self,0,0,0,0,0,1,0,0,1,0.0441,0.0,100.0
32,China,Brazil,Common-Law,0,Bachelor's,Information Technology,1,9,0,Employed,TEER 3,0,0,0,IELTS,9.2,No French,25876,37865,5059,Self,0,0,0,0,0,0,0,1,1,0.1955,0.0,100.0
60,India,China,Single,0,Bachelor's,Computer Science,1,5,0,Employed,TEER 1,0,0,0,No Test,5.3,Advanced,27346,29761,15806,Other,0,0,0,0,0,0,0,0,1,0.578,0.0,92.17
46,India,Canada,Single,0,Bachelor's,Engineering,1,5,3,Self-employed,TEER 0,0,0,0,CELPIP,6.2,No French,63696,155343,1968,Employer,0,1,0,1,0,0,0,1,1,0.0309,0.5,100.0
53,Pakistan,India,Married,0,Diploma,Computer Science,1,3,2,Employed,TEER 0,0,0,0,IELTS,6.7,No French,77782,18395,868,Self,0,0,0,1,1,0,0,1,1,0.0112,0.5,96.06
30,India,UAE,Married,1,Bachelor's,Computer Science,1,6,2,Employed,TEER 4/5,0,0,0,IELTS,7.4,No French,23394,33620,7694,Self,1,1,0,0,0,0,0,0,1,0.3289,0.2857,87.87
49,Pakistan,India,Single,0,Diploma,Computer Science,1,6,1,Self-employed,TEER 0,0,0,0,CELPIP,7.9,No French,73294,42959,1527,Self,1,0,1,0,0,0,0,0,1,0.0208,0.1429,100.0
24,China,Canada,Married,0,Bachelor's,Engineering,1,4,3,Employed,TEER 2,1,0,61477,CELPIP,9.2,No French,30819,14791,623,Family,0,0,0,0,0,0,0,1,1,0.0067,0.6,69.48
39,France,China,Married,4,High School,Engineering,0,6,1,Employed,TEER 1,1,1,97700,IELTS,7.0,No French,51722,18274,4450,Family,1,0,0,0,0,0,1,0,0,0.0298,0.1429,64.99
45,USA,UAE,Married,1,Bachelor's,Business,0,8,1,Unemployed,TEER 3,1,1,96418,IELTS,8.3,No French,19570,89979,1984,Family,1,0,0,0,0,0,0,1,1,0.0171,0.1111,100.0
19,Vietnam,Brazil,Married,3,Master's,Business,1,0,0,Employed,TEER 2,1,1,93923,IELTS,9.3,No French,42561,3820,3585,Self,0,0,0,0,0,0,0,1,0,0.0263,0.0,46.35
59,Philippines,Nigeria,Married,0,Master's,Engineering,1,6,0,Employed,TEER 1,0,0,0,IELTS,6.1,No French,42777,13210,2405,Employer,1,0,0,0,0,0,0,0,0,0.0562,0.0,70.07
23,UK,UAE,Single,0,Bachelor's,Information Technology,1,3,1,Self-employed,TEER 0,0,0,0,IELTS,9.0,No French,38696,19648,777,Self,0,0,0,1,0,0,0,1,1,0.0201,0.25,83.02
45,Nigeria,UAE,Married,1,Bachelor's,Information Technology,1,9,7,Employed,TEER 3,1,1,52452,IELTS,7.2,No French,52699,3036,6574,Self,1,0,0,0,0,0,0,1,0,0.0625,0.7,50.42
45,Nigeria,China,Single,0,High School,Business,1,5,1,Self-employed,TEER 1,0,0,0,CELPIP,8.4,No French,24859,60347,219,Employer,0,0,0,0,0,1,0,0,1,0.0088,0.1667,100.0
61,Brazil,China,Married,0,Bachelor's,Computer Science,1,7,2,Employed,TEER 3,1,1,72260,IELTS,6.7,No French,27325,11430,27139,Self,0,1,0,0,0,0,0,0,0,0.2725,0.25,56.77
61,Pakistan,Canada,Single,1,Master's,Computer Science,0,2,1,Employed,TEER 1,1,1,115051,Other,6.8,No French,53757,10450,3340,Self,0,0,0,0,0,0,0,1,0,0.0198,0.3333,64.37
37,Vietnam,Philippines,Married,1,Diploma,Business,1,4,0,Employed,TEER 2,0,0,0,IELTS,5.6,No French,71840,45915,9503,Self,0,0,0,0,1,0,0,0,1,0.1323,0.0,100.0
47,UK,UAE,Single,0,Bachelor's,Engineering,0,4,4,Employed,TEER 0,0,0,0,IELTS,9.4,No French,44543,11142,13301,Self,0,0,0,1,0,0,0,1,0,0.2986,0.8,62.64
28,Nigeria,UK,Single,0,Master's,Computer Science,1,7,6,Employed,TEER 2,0,0,0,IELTS,8.8,No French,55073,29796,2618,Self,0,0,0,0,0,0,0,1,1,0.0475,0.75,100.0
45,Nigeria,UAE,Single,0,Master's,Information Technology,1,3,1,Employed,TEER 1,0,0,0,IELTS,5.9,No French,60161,46079,11050,Self,1,0,0,1,0,0,0,1,1,0.1837,0.25,100.0
42,UK,Canada,Single,0,Diploma,Finance,1,4,4,Employed,TEER 1,1,1,82286,No Test,4.5,No French,61610,42312,14290,Self,0,1,1,0,1,0,0,0,1,0.0993,0.8,100.0
56,India,USA,Married,0,Bachelor's,Business,1,3,0,Employed,TEER 0,1,1,62664,IELTS,7.9,No French,25929,41075,2209,Employer,0,0,0,0,0,0,0,1,1,0.0249,0.0,100.0
50,India,India,Married,0,Diploma,Healthcare,0,3,1,Employed,TEER 0,1,1,76408,IELTS,8.9,No French,29459,5320,39137,Self,0,0,0,0,1,0,0,1,0,0.3697,0.25,42.84
18,Philippines,Nigeria,Married,0,Diploma,Engineering,0,0,0,Employed,TEER 0,0,0,0,Other,5.8,No French,31198,5080,167,Family,0,0,0,0,0,0,0,0,0,0.0054,0.0,48.48
44,Philippines,Philippines,Single,3,Master's,Engineering,1,10,3,Employed,TEER 1,1,0,62576,IELTS,7.1,No French,83572,12159,1956,Self,1,0,0,0,0,0,1,0,0,0.0134,0.2727,73.27
30,Philippines,Brazil,Single,1,Master's,Other,1,3,2,Employed,TEER 3,1,0,88711,IELTS,8.2,No French,55163,3915,12113,Self,1,0,0,0,0,0,0,1,0,0.0842,0.5,52.61
58,India,Brazil,Single,2,Master's,Other,1,2,2,Unemployed,TEER 1,0,0,0,IELTS,5.9,Basic,54266,20350,1726,Self,1,0,0,0,0,0,1,0,0,0.0318,0.6667,75.64
20,India,Brazil,Single,0,High School,Computer Science,0,0,0,Employed,TEER 2,0,0,0,IELTS,7.5,No French,52324,15554,9585,Family,0,0,0,1,0,0,0,0,1,0.1832,0.0,77.1
56,India,China,Common-Law,0,Master's,Business,1,4,2,Employed,TEER 0,0,0,0,IELTS,7.3,Advanced,18584,23356,15477,Family,0,0,0,1,0,0,0,1,1,0.8328,0.4,70.87
23,Vietnam,Brazil,Single,0,Bachelor's,Computer Science,1,3,0,Self-employed,TEER 1,1,1,66913,IELTS,6.4,No French,83763,11873,25595,Self,0,0,0,0,0,0,0,1,0,0.1699,0.0,81.85
25,Nigeria,Nigeria,Single,0,Bachelor's,Computer Science,1,2,1,Employed,TEER 1,1,1,106855,CELPIP,6.7,Basic,54583,19626,5143,Employer,1,0,0,1,0,0,0,1,1,0.0319,0.3333,89.15
44,Philippines,India,Single,0,Bachelor's,Healthcare,1,4,4,Employed,TEER 4/5,1,1,59389,Other,9.4,No French,59463,13189,28353,Employer,1,0,0,0,0,0,0,1,0,0.2386,0.8,73.97
26,Brazil,Brazil,Single,2,High School,Engineering,1,6,0,Employed,TEER 3,0,0,0,IELTS,6.7,Basic,9689,8429,4243,Self,0,0,0,0,0,0,0,0,0,0.4379,0.0,34.49
54,India,UAE,Married,1,Master's,Finance,1,10,8,Unemployed,TEER 1,1,0,82266,IELTS,6.4,No French,60592,29200,1968,Family,0,0,0,0,0,0,0,1,1,0.0138,0.7273,99.79
50,France,UAE,Married,1,Bachelor's,Computer Science,0,5,3,Employed,TEER 2,0,0,0,IELTS,7.6,No French,37875,30978,5771,Self,0,0,0,0,0,0,0,0,1,0.1524,0.5,91.72
59,USA,China,Single,0,Diploma,Engineering,1,2,0,Unemployed,TEER 0,0,0,0,IELTS,8.2,No French,18544,47186,8394,Self,0,0,0,0,0,0,0,0,1,0.4526,0.0,100.0
61,India,Nigeria,Single,3,Diploma,Finance,1,3,1,Self-employed,TEER 1,1,1,74424,IELTS,8.4,Advanced,25924,54936,4899,Self,0,0,0,0,0,0,0,1,1,0.0488,0.25,100.0
41,Nigeria,India,Single,0,Diploma,Finance,1,7,0,Employed,TEER 0,1,1,85374,CELPIP,8.5,Advanced,19702,33473,6695,Other,0,0,0,1,0,0,0,1,1,0.0637,0.0,100.0
32,Pakistan,Philippines,Single,0,High School,Computer Science,0,6,4,Employed,TEER 1,0,0,0,CELPIP,5.6,No French,19364,32078,4308,Self,0,0,0,0,0,0,0,1,1,0.2225,0.5714,99.36
49,France,Canada,Single,0,Bachelor's,Information Technology,0,4,0,Employed,TEER 0,0,0,0,IELTS,7.1,No French,46210,4458,5951,Employer,0,0,0,0,0,0,0,0,0,0.1288,0.0,51.27
49,Nigeria,India,Divorced,2,Master's,Healthcare,0,2,1,Employed,TEER 2,0,0,0,CELPIP,8.6,No French,37264,5907,24392,Family,0,1,0,0,0,0,0,0,0,0.6546,0.3333,38.62
41,China,Canada,Married,4,High School,Computer Science,0,7,3,Employed,TEER 1,1,1,74455,IELTS,9.1,No French,51681,44857,5542,Self,0,0,0,0,0,0,0,1,1,0.0439,0.375,93.5
58,India,USA,Married,0,High School,Other,1,6,4,Unemployed,TEER 2,1,1,122528,IELTS,7.9,No French,78519,9630,2335,Self,1,0,0,0,0,0,0,1,0,0.0116,0.5714,77.23
29,Vietnam,Canada,Single,2,Bachelor's,Finance,1,7,5,Employed,TEER 1,0,0,0,IELTS,5.7,Advanced,42409,13984,11375,Family,0,0,0,0,0,0,1,0,0,0.2682,0.625,58.15
56,India,UK,Single,2,Master's,Computer Science,1,7,3,Employed,TEER 0,0,0,0,IELTS,7.1,No French,8000,6925,3294,Self,0,1,0,0,0,0,0,0,0,0.4117,0.375,32.03
19,France,UAE,Married,0,Bachelor's,Computer Science,1,0,0,Employed,TEER 2,1,0,63791,CELPIP,5.8,No French,40160,8427,13551,Self,0,0,0,1,0,0,1,0,0,0.1304,0.0,57.48
20,Brazil,Nigeria,Married,0,Bachelor's,Computer Science,1,0,0,Employed,TEER 3,1,0,40010,IELTS,8.5,No French,68867,40337,468,Family,0,0,0,1,0,0,0,1,1,0.0043,0.0,100.0
54,China,Germany,Married,0,Bachelor's,Finance,1,4,1,Employed,TEER 3,0,0,0,IELTS,5.8,No French,43281,10590,3229,Employer,1,0,0,1,0,0,0,0,0,0.0746,0.2,64.29
34,Nigeria,China,Single,4,Diploma,Computer Science,1,5,2,Employed,TEER 1,1,1,26342,No Test,4.8,No French,75586,17902,792,Family,0,0,0,0,0,1,0,0,0,0.0078,0.3333,74.47
19,India,UK,Married,0,High School,Engineering,1,0,0,Employed,TEER 2,0,0,0,IELTS,7.2,No French,54058,7112,713,Self,0,1,0,1,0,0,0,0,0,0.0132,0.0,61.93
19,India,Canada,Single,2,Bachelor's,Engineering,1,0,0,Employed,TEER 2,1,1,73493,IELTS,7.4,No French,8234,31324,8592,Self,0,0,0,0,0,0,0,1,1,0.1051,0.0,71.99
45,India,Brazil,Common-Law,0,Bachelor's,Engineering,1,7,0,Unemployed,TEER 0,0,0,0,IELTS,7.1,No French,47191,35573,3893,Other,0,0,0,0,0,1,0,0,1,0.0825,0.0,100.0
40,India,Nigeria,Married,2,Bachelor's,Computer Science,1,5,0,Employed,TEER 0,0,0,0,IELTS,7.4,No French,50940,14223,16413,Employer,0,0,0,0,0,0,0,0,0,0.3222,0.0,61.1
54,USA,UK,Married,0,Bachelor's,Information Technology,0,6,4,Employed,TEER 0,1,1,58175,No Test,4.0,No French,66607,41398,5812,Self,1,1,1,0,0,0,0,0,1,0.0466,0.5714,100.0
49,Philippines,China,Single,1,Bachelor's,Finance,1,4,1,Employed,TEER 1,0,0,0,IELTS,7.0,Intermediate,81392,9857,2800,Employer,1,0,0,0,0,0,0,1,0,0.0344,0.2,74.18
50,India,UAE,Married,2,Diploma,Finance,1,9,1,Employed,TEER 1,0,0,0,No Test,4.2,No French,63154,32433,10209,Self,0,1,0,1,0,0,0,0,1,0.1616,0.1,94.71
18,Vietnam,Nigeria,Single,2,Bachelor's,Business,1,0,0,Employed,TEER 4/5,0,0,0,IELTS,6.7,Basic,53809,35730,7825,Self,0,0,0,0,0,0,0,1,1,0.1454,0.0,95.98
36,Pakistan,China,Single,2,Diploma,Computer Science,1,6,1,Employed,TEER 1,1,1,76218,IELTS,6.9,No French,58523,89569,12859,Self,1,0,0,1,0,0,0,1,1,0.0954,0.1429,100.0
19,France,USA,Single,0,Diploma,Information Technology,1,0,0,Self-employed,TEER 2,0,0,0,IELTS,8.0,No French,41639,9609,8253,Self,0,0,0,0,0,0,0,0,0,0.1982,0.0,59.64
61,Vietnam,USA,Married,1,Bachelor's,Healthcare,1,3,0,Employed,TEER 2,0,0,0,CELPIP,7.5,No French,15742,5459,1461,Employer,0,1,0,0,0,0,0,0,0,0.0928,0.0,39.39
43,India,China,Single,0,Master's,Information Technology,1,6,3,Self-employed,TEER 0,1,0,26927,IELTS,8.4,No French,45829,10630,8876,Self,1,0,0,0,0,0,0,1,0,0.122,0.4286,64.68
49,Philippines,UK,Single,0,PhD,Finance,1,7,0,Employed,TEER 0,0,0,0,Other,7.7,Basic,52305,6277,3974,Self,1,1,0,0,0,0,0,0,0,0.076,0.0,58.47
23,UK,Nigeria,Common-Law,1,Bachelor's,Healthcare,0,3,0,Unemployed,TEER 1,1,1,64792,IELTS,8.7,No French,20926,7649,4976,Employer,0,0,0,1,0,0,0,1,0,0.0581,0.0,45.8
49,Brazil,UK,Single,0,Diploma,Computer Science,1,9,0,Employed,TEER 2,1,0,100358,IELTS,7.3,No French,71532,13165,20363,Employer,1,0,0,0,0,0,0,0,0,0.1185,0.0,80.54
21,India,Philippines,Married,1,Diploma,Finance,1,1,0,Employed,TEER 4/5,1,1,116616,IELTS,7.5,No French,65108,16360,3569,Self,1,0,0,0,0,0,0,1,0,0.0196,0.0,79.19
28,USA,Canada,Single,4,Master's,Other,1,4,3,Employed,TEER 1,1,1,70716,CELPIP,8.2,No French,17564,61513,7573,Family,1,1,0,1,0,0,1,1,1,0.0858,0.6,97.22
34,India,Philippines,Single,0,Bachelor's,Computer Science,1,3,2,Self-employed,TEER 3,0,0,0,IELTS,6.4,No French,72316,8441,3613,Family,1,0,0,0,0,0,0,1,0,0.05,0.5,71.58
55,India,USA,Married,1,Bachelor's,Engineering,1,7,4,Self-employed,TEER 1,0,0,0,IELTS,7.0,No French,38833,92174,796,Family,0,0,0,1,0,0,0,1,1,0.0205,0.5,100.0
41,China,UAE,Single,0,Master's,Information Technology,0,4,2,Employed,TEER 2,1,1,56745,IELTS,8.0,No French,29430,44538,4834,Family,0,0,0,0,0,0,0,1,1,0.0561,0.4,100.0
22,China,India,Married,0,Bachelor's,Information Technology,1,2,2,Employed,TEER 1,0,0,0,CELPIP,5.6,No French,66585,56315,7271,Self,0,0,0,0,0,0,0,0,1,0.1092,0.6667,100.0
51,China,Canada,Married,0,Master's,Computer Science,1,8,8,Employed,TEER 0,1,0,89457,CELPIP,7.2,No French,43978,69283,4187,Self,0,1,0,1,0,0,0,1,1,0.0314,0.8889,100.0
23,India,USA,Married,3,High School,Engineering,0,1,1,Unemployed,TEER 0,0,0,0,CELPIP,7.9,No French,82983,37983,3963,Employer,0,0,0,0,0,0,0,0,1,0.0478,0.5,100.0
39,Pakistan,UK,Married,2,Bachelor's,Other,1,5,2,Unemployed,TEER 0,1,1,93117,IELTS,9.4,No French,27942,41871,13735,Employer,0,0,0,0,0,0,0,1,1,0.1135,0.3333,94.99
28,Philippines,UK,Single,3,Master's,Engineering,1,4,0,Unemployed,TEER 1,1,1,84032,No Test,5.1,No French,10366,17398,241,Self,0,0,0,0,0,0,0,1,0,0.0026,0.0,50.62
33,India,UK,Single,4,Diploma,Computer Science,1,3,0,Self-employed,TEER 2,1,1,76477,CELPIP,6.6,No French,39391,20856,2803,Self,0,0,0,0,0,0,0,1,0,0.0242,0.0,62.93
50,Pakistan,UAE,Married,0,Bachelor's,Healthcare,1,2,0,Self-employed,TEER 0,0,0,0,IELTS,7.5,No French,60784,70385,13360,Employer,0,0,0,0,0,0,0,1,1,0.2198,0.0,100.0
26,France,Philippines,Married,0,Bachelor's,Information Technology,1,6,1,Employed,TEER 2,1,0,72048,IELTS,5.7,No French,26457,14880,20259,Self,0,0,0,0,0,0,0,1,1,0.2057,0.1429,64.95
23,Pakistan,India,Married,1,PhD,Business,1,3,0,Self-employed,TEER 1,1,1,91711,IELTS,6.5,Intermediate,18397,4071,4252,Self,0,1,0,1,0,0,0,1,0,0.0386,0.0,38.86
33,USA,UK,Married,0,High School,Engineering,0,3,2,Employed,TEER 2,1,0,75299,IELTS,8.6,No French,49578,38966,17570,Self,1,1,0,0,0,0,0,1,1,0.1407,0.5,100.0
46,Brazil,Germany,Married,0,Bachelor's,Computer Science,1,4,2,Unemployed,TEER 2,1,1,97851,Other,6.0,No French,15726,24283,1774,Self,0,0,0,0,0,0,0,1,1,0.0156,0.4,84.01
20,China,Canada,Married,0,Diploma,Computer Science,1,0,0,Employed,TEER 2,0,0,0,CELPIP,6.5,Basic,51133,45168,2002,Self,1,0,0,0,0,0,0,0,1,0.0392,0.0,100.0
37,India,Nigeria,Single,1,Bachelor's,Business,0,3,0,Employed,TEER 1,1,1,58681,Other,9.3,No French,38187,4963,14976,Self,1,1,1,1,1,0,0,1,0,0.1546,0.0,46.58
53,Nigeria,Germany,Married,1,Diploma,Information Technology,0,3,1,Employed,TEER 1,0,0,0,IELTS,8.8,No French,54889,27270,18685,Self,0,1,0,0,0,0,0,0,1,0.3404,0.25,89.26
36,Philippines,India,Married,0,Diploma,Business,1,4,2,Employed,TEER 2,1,0,74542,IELTS,8.6,No French,17323,10115,2016,Other,0,0,0,0,1,0,0,1,0,0.0219,0.4,53.66
43,Philippines,UAE,Single,0,Bachelor's,Computer Science,1,3,1,Employed,TEER 0,0,0,0,IELTS,9.0,Basic,70963,61395,489,Employer,0,0,0,0,0,0,0,1,1,0.0069,0.25,100.0
20,UK,India,Married,1,Master's,Information Technology,1,0,0,Employed,TEER 1,1,1,85399,IELTS,8.5,Basic,41339,5910,757,Employer,0,0,0,0,0,1,0,1,0,0.006,0.0,51.72
36,Nigeria,Nigeria,Common-Law,1,Diploma,Engineering,0,6,3,Employed,TEER 0,0,0,0,CELPIP,6.0,No French,60270,49298,2423,Employer,0,0,0,0,1,0,0,1,1,0.0402,0.4286,100.0
37,India,Canada,Married,0,Diploma,Finance,1,4,1,Employed,TEER 2,1,1,64461,IELTS,7.6,No French,64197,5318,11465,Family,0,1,0,0,0,0,0,1,0,0.0891,0.2,60.94
49,India,Nigeria,Single,2,Master's,Finance,1,3,3,Employed,TEER 2,0,0,0,CELPIP,7.3,No French,21851,3635,5706,Self,0,0,0,0,0,0,0,0,0,0.2611,0.75,35.08
24,Brazil,China,Single,0,Bachelor's,Computer Science,1,4,4,Employed,TEER 2,0,0,0,CELPIP,6.7,No French,62645,9698,4864,Self,0,0,0,0,0,0,0,1,0,0.0776,0.8,70.04
58,India,Canada,Married,0,Master's,Information Technology,1,2,1,Unemployed,TEER 1,0,0,0,CELPIP,8.8,No French,16498,13125,7019,Self,0,0,0,0,0,0,0,0,0,0.4254,0.3333,53.84
50,Pakistan,India,Common-Law,2,Diploma,Computer Science,1,3,1,Employed,TEER 0,1,1,78388,IELTS,7.4,No French,17597,27622,17674,Self,0,0,0,1,0,0,0,1,1,0.1841,0.25,69.2
57,Nigeria,UK,Single,1,Bachelor's,Engineering,1,7,1,Employed,TEER 3,0,0,0,CELPIP,5.7,No French,84279,6531,758,Self,0,0,0,0,0,0,0,0,0,0.009,0.125,69.93
56,Nigeria,India,Single,0,Diploma,Engineering,1,3,0,Employed,TEER 1,0,0,0,No Test,4.5,Basic,67237,17376,9492,Other,0,0,0,0,1,0,0,0,1,0.1412,0.0,87.67
35,China,India,Common-Law,1,Diploma,Finance,1,7,4,Employed,TEER 1,1,0,91044,Other,6.4,No French,86473,8712,20915,Self,0,0,0,0,1,0,0,1,0,0.1178,0.5,72.97
57,USA,Canada,Single,1,Bachelor's,Finance,1,5,5,Employed,TEER 1,1,1,61450,CELPIP,9.0,No French,37595,51327,1919,Self,0,0,0,0,0,0,0,1,1,0.0194,0.8333,100.0
18,Philippines,China,Married,2,Bachelor's,Information Technology,1,0,0,Employed,TEER 0,1,1,100581,CELPIP,8.1,Basic,47048,4150,14550,Family,0,0,0,0,1,1,0,0,0,0.0986,0.0,48.34
28,Brazil,India,Divorced,2,Master's,Engineering,1,8,6,Employed,TEER 0,1,1,128998,IELTS,7.7,Intermediate,55547,13998,9579,Self,0,0,0,0,1,0,0,1,0,0.0519,0.6667,66.67
45,China,Germany,Single,1,Bachelor's,Finance,1,4,2,Employed,TEER 1,0,0,0,CELPIP,7.5,No French,44756,27949,116,Employer,0,0,0,0,0,0,0,0,1,0.0026,0.4,91.45
42,Philippines,USA,Married,0,Bachelor's,Business,1,3,3,Employed,TEER 0,0,0,0,CELPIP,8.1,No French,30077,64071,2107,Self,0,0,0,0,0,0,0,1,1,0.0701,0.75,100.0
40,Pakistan,Brazil,Single,0,Bachelor's,Computer Science,1,1,0,Employed,TEER 0,1,1,81861,CELPIP,8.5,No French,27078,53622,7448,Self,0,1,0,0,0,0,0,1,1,0.0684,0.0,100.0
48,USA,Brazil,Single,0,PhD,Information Technology,1,2,1,Employed,TEER 3,0,0,0,CELPIP,7.7,Basic,49277,59390,5583,Employer,1,0,0,1,1,0,0,1,1,0.1133,0.3333,100.0
47,Brazil,India,Married,0,Diploma,Engineering,0,6,6,Unemployed,TEER 1,1,1,75989,IELTS,9.3,No French,23662,4622,6005,Family,0,0,0,0,1,0,0,1,0,0.0603,0.8571,43.64
59,Pakistan,Germany,Single,1,Diploma,Information Technology,1,10,3,Employed,TEER 1,0,0,0,IELTS,9.4,No French,23102,48959,2110,Self,0,0,0,0,0,0,0,1,1,0.0913,0.2727,100.0
52,Pakistan,UK,Divorced,1,Bachelor's,Computer Science,1,6,1,Employed,TEER 2,0,0,0,IELTS,9.5,No French,52871,40843,8991,Self,0,0,0,0,1,0,0,0,1,0.1701,0.1429,100.0
24,UK,UAE,Married,0,Bachelor's,Computer Science,1,4,4,Employed,TEER 4/5,0,0,0,IELTS,8.2,No French,43096,61180,2478,Family,1,1,0,0,1,0,0,1,1,0.0575,0.8,100.0
33,USA,UAE,Single,0,Diploma,Healthcare,1,2,2,Employed,TEER 0,0,0,0,IELTS,9.2,Basic,63744,12333,3946,Self,1,0,0,1,0,0,0,1,0,0.0619,0.6667,76.46
43,Brazil,Canada,Single,0,Master's,Information Technology,1,4,4,Employed,TEER 3,1,1,91359,IELTS,7.1,No French,36501,63693,3682,Employer,0,0,0,0,1,0,0,1,1,0.0288,0.8,100.0
19,Brazil,Brazil,Single,0,Diploma,Computer Science,0,0,0,Employed,TEER 1,1,0,103623,IELTS,8.9,No French,33374,15880,8918,Other,0,0,0,0,0,0,0,1,1,0.0651,0.0,72.0
18,China,India,Single,2,Master's,Information Technology,1,0,0,Employed,TEER 0,1,1,83285,CELPIP,9.1,No French,53471,28134,756,Self,0,1,0,0,0,0,0,1,1,0.0055,0.0,86.97
29,UK,UAE,Single,0,Diploma,Business,1,5,5,Employed,TEER 1,1,0,77385,IELTS,9.1,No French,28759,16798,1840,Family,0,0,0,1,0,0,0,1,1,0.0173,0.8333,72.88
22,India,India,Single,1,Bachelor's,Business,1,2,0,Employed,TEER 1,0,0,0,IELTS,8.8,No French,31837,16950,1790,Employer,0,0,0,1,1,0,0,1,0,0.0562,0.0,66.36
54,Pakistan,Canada,Married,3,Master's,Engineering,1,1,1,Employed,TEER 2,1,1,59165,IELTS,7.1,Basic,32630,22776,918,Self,1,0,0,1,0,0,0,1,0,0.01,0.5,66.07
49,Pakistan,Brazil,Married,0,Diploma,Engineering,1,7,0,Employed,TEER 0,0,0,0,IELTS,6.1,Advanced,40805,13998,1861,Other,0,1,0,1,0,0,0,0,1,0.0456,0.0,71.16
26,India,Nigeria,Married,0,PhD,Other,1,6,4,Self-employed,TEER 1,0,0,0,IELTS,6.8,No French,80448,42344,7472,Family,1,0,1,0,0,0,0,1,1,0.0929,0.5714,100.0
